Quantification Ion	Retention Index	Name	units	a332129	a332133	a332137	a332141	a332145	a332149	a332153	a332157	a332161	a332165	a332169	a332173	a332181	a332185	a332189	a332193	a332197	a332201	a332205	a332209	a332217	a332221	a332225	a332229	a332233	a332237	a332241	a332245	a332249	a332253	a332257	a332261	a332265	a332269	a332273	a332277	a332281	a332285	a332289	a332293	a332297	a332301	a332305	a332309	a332313	a332317	a332321	a332325	a332329	a332333	a332337	a332341	a332345	a332349	a332353	a332361	a332365	a332369	a332373	a332381	a332385	a332389	a332393	a332397	a332401	a332405	a332409	a332413	a332417	a332421	a332429	a332437	a332445	a332449	a332457	a332461	a332469	a332477	a332481	a332485	a332489	a332493	a332497	a332501	a332505	a332509	a332513	a332525	a332529	a332533	a332537	a332541	a332545	a332549	a332553	a332557	a332561	a332565	a332569	a332577	a332581	a332585	a332589	a332593	a332597	a332601	a332605	a332609	a332613	a332617	a332625	a332629	a332633	a332637	a332641	a332645	a332649	a332653	a332657	a332661	a332665	a332669	a332673	a332677	a332685
*151*	267878	220011	peak area	7281	41486	22675	62917	11832	28158	28120	25356	37066	7421	10057	22001	8825	51206	21130	72427	25245	8240	76905	24124	17578	5831	92191	10047	24746	7340	6760	14865	3918	8191	8100	18708	30073	9237	6540	7834	3372	11975	7653	12928	13840	10258	65102	46039	14681	20181	8394	7977	10801	11120	13065	39235	21117	8583	40929	55140	63025	61857	15202	6338	13112	7110	8966	8047	2301	7883	45382	28011	38956	50694	27520	12857	26577	13204	13163	16486	32175	38387	61598	37616	48757	5630	6743	18872	20866	17786	8310	67242	39578	32541	40328	49767	27007	14442	57057	10403	14036	41331	19130	26233	22154	31004	44031	51615	13689	45274	6706	52308	27741	11383	23647	14296	28228	45501	79155	15941	69779	102989	14921	6712	15073	7629	5934	7876	24541
*227*	1027429	220010	peak area	590	869	418	854	2090	2372	148	130	617	435	1375	369	174	324	448	1109	1114	871	330	2386	101	1358	2889	119	96	1743	215	410	289	1734	2630	1856	1889	165	434	1023	695	622	242	441	735	2457	178	813	302	3242	1794	558	377	187	45	983	605	806	112	630	681	487	742	607	1040	327	522	50	665	509	807	142	162	148	26	320	185	890	532	1109	509	210	446	17	81	145	347	418	838	309	419	498	940	846	552	1338	394	187	1464	442	102	694	12	614	2110	504	655	3346	2118	1091	230	1161	341	516	452	589	506	2202	11	1519	1388	957	1652	102	534	100	366	159	1943
*172*	459742	220009	peak area	10896	14974	10578	23003	9688	30833	18922	22730	22241	15514	11305	15444	13361	14744	15414	53803	48735	28525	53096	14157	13283	9239	75076	13919	14473	24028	25346	24763	25525	26033	46979	48320	30691	15559	8490	13376	32198	13219	13716	12414	29411	40504	69323	54356	37158	32890	25367	29804	18381	14132	18310	27579	28742	28459	21089	48923	39430	81018	27442	23320	14597	12968	20419	9974	25997	11429	19149	15020	19911	15580	25568	15853	19711	17561	23367	22941	41945	27992	35840	38456	34159	10019	16002	24313	18305	14672	11248	41334	31738	29133	49520	60698	54470	20401	31310	23250	10781	17100	183	46419	37833	28601	45654	35803	36017	44909	12900	20165	8151	10711	8104	13610	38040	46801	41167	26415	48863	43730	26910	13911	12311	11787	8595	13408	15354
*117*	318354	220007	peak area	1869	1061	514	770	1567	2210	818	6244	410	1713	275	155	4930	1015	188	1333	1439	1105	2410	2155	2522	297	1480	410	244	811	101481	255898	201480	317152	339987	392701	306723	1136	4762	2783	4702	12398	358	1594	75113	428507	575372	542179	269563	424535	121505	3398	398	5204	4230	194484	340402	6145	154090	559994	599211	117291	282511	3298	2663	3302	4239	2584	4184	2588	126364	218894	199761	155916	190429	1434	4073	4945	2765	3753	106911	44562	56558	109308	53052	982	1556	1307	1654	989	1094	39768	80912	72763	95713	48230	38937	873	1552	2263	2829	1338	513	234416	438815	882701	382564	575486	131729	234443	6151	34182	6240	10809	8736	8934	76044	180391	1376	329691	733135	158872	88579	2163	9521	9320	5236	9851	5993
*179*	468004	220004	peak area	489	527	445	538	238	888	2275	41132	44161	20781	22995	29568	23645	3311	1125	2543	1825	1247	1920	2849	20221	8389	50791	13566	18828	23812	309	422	268	454	691	731	439	26301	20011	25383	44368	19235	23062	20572	1555	1776	2028	1967	1212	982	752	32817	21215	8266	22601	612	774	24586	474	819	631	645	425	42049	32756	16498	38420	15758	15783	19892	6745	795	721	682	343	23974	28584	13369	22973	23837	552	388	398	691	394	21292	25021	36597	23193	25136	16004	1149	723	1023	2500	1357	1434	8790	37702	22827	25211	15088	11274	1371	1358	725	824	391	431	783	27921	61487	24265	35895	18978	27150	1966	3557	203	1180	3052	1124	702	37037	20204	15808	17343	15366	25460
*160*	650726	219881	peak area	1599	1464	545	4080	611	1410	489	7495	13123	8349	10891	7989	1004	1443	802	1466	1133	743	742	440	681	1152	194	1547	1321	3498	230	257	90	247	328	303	963	7167	5693	8510	11547	1977	6520	3946	473	687	685	843	515	143	210	1536	4421	902	1627	273	446	1112	1340	813	1563	612	142	7830	10400	5398	7163	2884	5146	4636	1773	820	532	212	639	6262	2528	737	794	1080	779	551	737	271	404	4150	6083	6628	6213	7845	4374	3786	1178	1604	1322	1106	769	591	2128	1585	5599	1914	3027	286	848	1270	190	1109	237	853	6543	18222	9594	8383	7648	7050	741	866	1084	326	573	1768	98	3761	1944	1054	611	2060	691
*100*	296745	219829	peak area	80782	105371	86280	96963	30570	108038	137187	41075	19776	12943	10857	26836	7480	84241	42220	37414	24373	33914	12734	25374	11313	9776	7989	11500	7901	7666	22021	11114	10250	8142	50076	31429	24996	15248	14442	14957	39104	17063	9086	16163	6156	24715	51226	57887	37787	22378	16687	12598	5633	8108	2805	73239	83502	5242	91625	44822	49024	11111	42432	7635	35775	17162	7109	18068	19293	16301	111159	58214	102441	148763	153743	12224	20645	9322	15268	14700	78692	23343	83762	54668	112968	7446	8745	3322	7320	9534	7180	59715	8965	41142	11049	39371	88346	2294	43570	12092	64525	17914	17673	14877	23081	53444	35498	28843	27735	30830	32764	52865	25266	31477	27950	16891	26654	23281	127848	14762	30503	43043	18824	4615	25214	12874	6246	11954	16894
*270*	526604	219778	peak area	1662	3108	2634	2200	300	2323	3818	3299	1567	581	829	1153	82	2481	1814	541	317	369	658	148	245	285	33	590	186	125	56	44	29	46	139	259	117	1063	627	1317	1316	758	619	563	18	151	217	144	332	267	90	687	196	795	38	2202	2353	87	1597	411	452	69	594	186	2051	1120	109	855	672	1110	1898	1533	3716	4660	2430	202	965	109	432	259	1102	256	2933	1325	2259	182	179	33	155	369	94	731	46	745	42	482	1242	96	2287	428	3304	788	119	76	117	1754	1100	395	517	970	1516	2942	1130	1548	1186	633	584	326	3981	362	334	681	584	84	1455	862	148	309	1148
*128*	312708	219505	peak area	17735	27223	17664	21790	9531	18777	25615	15528	9163	2482	6142	6350	5491	14942	11962	15838	19971	14093	25547	12451	25048	3114	10060	6866	35784	4395	31038	5646	7092	9945	15926	8654	13992	6572	6038	4150	8150	8338	8288	14760	3299	5567	24714	21314	17854	6629	6151	12401	15047	5475	1838	110881	50223	2698	95680	17584	26932	20663	6395	2125	15757	1891	1720	4668	3031	5045	43945	9117	13573	18386	35255	4343	23325	5010	7043	7681	31769	9803	25299	21732	81643	3924	3952	2270	6247	21034	4276	30475	4038	13107	4323	27881	34489	3018	7425	4528	2771	6667	5262	7272	18378	122143	31982	13716	26369	23526	8053	25798	6344	11479	7690	7149	22390	12921	32653	17104	21777	34069	19233	1729	10139	3053	2856	4122	4636
*227*	406246	219484	peak area	2632	2682	2239	3337	1792	6314	3142	2143	2321	2109	1398	2585	1983	2485	3265	16525	15634	9114	14326	5206	2638	2078	13067	2497	2241	3034	3261	3796	4056	3366	6238	4478	2127	3006	1462	1480	5523	1641	2729	2332	5927	6603	4987	4186	5808	2504	2128	6605	3793	2896	4571	3361	1608	7248	2079	5855	7895	21839	3447	4052	1891	2618	4070	2201	2354	1124	2203	3946	2721	2036	8430	3965	3684	2232	2772	4984	8922	5783	4927	4564	6670	2703	4852	4469	6511	3891	3274	5128	6220	7811	12584	12871	12325	5615	3207	7932	1171	2877	3446	10065	8520	5344	8114	7309	9805	12292	3336	2412	1228	1422	1133	3584	11382	12527	5557	7437	7868	6222	7617	2925	1781	920	1320	1999	1644
*228*	335520	219021	peak area	7790	2645	3251	2610	3943	5833	3856	25840	10335	37067	28013	35447	2667	2727	2950	6605	8455	6995	5106	3929	2136	19085	9115	22021	27281	32677	1285	1155	2108	2267	5199	3801	1965	2733	3749	6501	10239	6730	8674	3227	1426	5795	3199	4035	3771	2055	2322	3139	35934	5499	4549	4013	2320	3693	2303	4923	4089	5355	8348	17325	10316	30269	14404	10804	19955	43561	4460	4129	4861	2118	11107	60625	22971	28741	29091	36136	4460	2685	3720	3796	3881	53247	56867	15288	123527	59546	35265	3949	2711	4740	5560	11554	6038	36095	50146	82074	19507	31882	10778	5499	3681	5904	5999	4521	4868	4986	26783	36391	4796	13734	3918	37028	5991	8616	3308	8173	6239	3549	8574	7770	41968	9479	12953	16160	27674
*243*	508488	218955	peak area	1778	755	753	723	311	1532	1413	348	354	379	382	374	225	1142	887	1260	975	923	1304	8721	296	135	561	158	258	422	3749	590	782	547	1093	1804	1372	253	217	334	537	235	2511	334	575	946	1071	1210	607	905	495	416	259	179	130	2238	812	312	1405	2163	1265	1473	605	303	324	213	171	185	378	297	3172	546	1098	560	1041	1629	330	246	360	719	936	1127	7239	880	1932	1048	323	178	560	327	222	2075	755	2592	1295	2649	1912	336	401	306	363	237	332	1185	1552	1475	1434	1333	1302	6458	345	650	269	353	428	379	5310	1288	798	673	1054	1260	2038	182	282	250	158	194	308
*191*	416374	218893	peak area	871	3094	488	758	840	2300	780	7009	718	947	1605	2757	540	825	838	5780	6109	3893	6099	2201	1570	1016	4215	1514	1629	2002	1604	1293	1510	1245	3106	2885	1367	2657	1236	3502	1450	1073	1247	2605	2702	2041	3156	2230	1771	957	1079	1978	2843	1702	1495	2198	1781	2619	631	2003	1737	3155	1527	1038	742	713	730	4013	1277	2340	1463	955	2313	391	2388	1057	2351	934	1220	1813	1738	1186	683	1777	1857	826	2473	1861	2351	4324	1218	1373	1030	2343	1551	2399	2636	1224	2479	3541	1147	1858	44	1360	1391	1776	2645	2449	3642	3218	757	667	249	363	636	2895	3825	1890	3540	2784	3792	2891	2750	606	442	3127	416	792	1124
*218*	263349	218860	peak area	1223061	616921	1075233	878334	918252	1078915	1089635	162868	765955	403971	265273	56879	385694	599168	298525	510814	508064	641136	967843	338160	24266	206716	16086	49687	170112	54287	105586	207024	63182	278237	51750	628870	218707	205878	222458	214887	27828	269445	357333	258548	156052	660902	764763	723571	801201	518891	582080	411895	86675	104128	47893	57792	94604	164752	254721	192663	319842	216292	407491	316968	491568	263753	358452	137172	13581	136071	1139602	158861	715882	1611347	1847226	266478	382559	131792	159089	377511	730631	187051	242443	686374	389958	139902	136601	102337	145694	73124	223355	217945	96263	124340	91530	127252	882201	89801	1397306	370476	37619	664966	311268	82929	313313	178189	62776	255785	298834	291614	44194	696787	555863	418699	402145	643035	307966	87054	1179803	405874	292436	676792	368887	281214	321717	15777	304507	338303	492575
*129*	284506	218835	peak area	269	918	190	1243	877	885	671	2405	360	439	371	616	254	380	631	1767	1401	1171	1852	1590	104	191	1417	243	165	381	2293	514	547	421	778	5008	477	529	292	216	397	290	379	608	589	785	1867	598	387	505	934	697	1049	334	528	1770	2163	328	601	732	1224	1352	371	468	265	191	413	1805	209	536	476	400	910	188	6660	764	580	490	2172	2572	1556	960	838	1617	1651	1474	566	430	1513	643	428	1885	573	1260	804	1477	2006	519	762	559	4723	302	243	1002	1226	1088	1498	872	1189	1010	551	198	166	1140	319	552	1697	1222	634	952	1860	738	550	166	400	1733	207	397	350
*173*	357070	218814	peak area	621	475	499	469	347	920	516	1350	307	165	162	739	210	1285	392	978	1052	390	500	503	552	133	660	216	280	235	348	297	193	231	543	371	293	170	177	250	263	433	150	157	489	286	1136	466	389	344	273	230	203	185	261	1583	1318	239	633	649	704	941	461	206	382	170	211	234	224	1181	441	504	749	835	851	335	383	183	226	439	971	574	596	895	899	247	422	392	247	135	146	980	710	940	1832	469	1059	376	238	336	425	182	165	1356	490	755	486	708	447	503	137	443	172	387	255	201	653	247	1219	310	590	582	451	170	156	309	92	96	166
*184*	472493	218795	peak area	21423	37121	36410	48569	38794	70193	37359	27044	36395	26423	24768	27553	21241	35591	30363	100123	91579	45243	113713	68327	40093	17014	106383	30130	32322	52236	28066	25024	26578	26530	37667	55364	33853	21929	14319	24437	30574	22636	28910	18851	23735	49848	67103	55597	41879	40549	29815	43043	36108	19866	29073	51445	46505	49801	38000	77076	65740	95169	45948	32628	28564	23438	26636	15141	41726	24876	58062	30286	57910	47778	73216	25868	43599	15541	31880	28643	63799	34067	62541	35575	53487	15953	28134	34504	39033	32243	21996	67179	44020	50021	35420	84481	46786	27898	77441	55274	35815	40626	33603	55596	58783	42047	56218	35952	73540	44488	26824	45607	19462	22470	11984	30961	67239	212222	71000	64655	58884	54056	54604	21205	17446	20664	12578	20759	28976
*228*	435590	218787	peak area	1889	1451	2316	2331	1774	4860	3266	2487	2069	1701	1490	1970	943	1932	2371	6464	4840	4104	6380	3183	2287	951	3550	1775	2151	2547	1462	1259	1392	1210	2843	3429	1470	1236	1044	1354	3230	1467	1741	1196	1456	2364	2761	2499	1260	1769	1119	2695	2505	2033	1239	3597	2034	2268	2155	3984	3947	4918	3441	1498	1638	1763	1096	858	2748	1460	2944	1951	3439	1891	4173	2114	2507	1589	1966	1918	4403	2408	2690	4348	2507	1447	2250	1475	3053	1873	1259	4457	1723	4219	2674	6151	5927	2344	4240	4248	1507	2275	2483	2452	3377	3375	5933	4066	5435	5413	1919	3180	972	1246	1084	2119	5330	5913	3490	3988	5429	4024	4480	566	1867	1436	591	1125	1829
*99*	409961	218782	peak area	160813	111177	166193	198050	232608	393677	330608	198961	148509	148362	114366	125779	125370	132969	185312	528453	467559	431506	492498	376787	162077	99881	590317	115993	88266	247686	140542	114854	133113	140768	325250	277289	134443	94880	71545	99114	212090	99803	138661	90568	210026	241829	278969	206880	118704	191322	150149	170812	174182	134713	141126	289947	205689	230507	179317	384701	319536	549965	270525	162760	121770	62111	88690	68387	208159	71910	314429	155425	144504	205720	393718	53574	165851	107768	122132	126944	363583	188633	279694	325020	297676	71800	95877	161556	91991	129362	104927	186972	258561	295125	340296	432104	457375	116703	314942	258155	143095	161762	266338	356501	315831	226170	340727	230782	192911	183331	81216	216327	70898	63950	73293	169895	309423	411903	283179	110087	284673	223791	238607	69613	139972	39999	70878	75516	69660
*191*	321053	218768	peak area	2638	6961	4043	6570	2347	6067	8935	5693	4263	1176	1878	1892	1531	6476	3747	24385	20044	6126	16570	5951	5964	1233	11621	3582	3150	3117	3367	3032	2307	2570	5660	9060	2303	2003	1011	3415	2116	2984	2973	2224	7253	4985	6087	13214	3940	7496	2393	2730	2517	2287	5239	6163	4500	3258	3882	5240	8457	11317	3549	1208	3777	1073	1490	3184	2327	2744	6363	4363	3888	5747	4573	2196	7416	2733	3782	77961	7152	5235	4278	5909	7858	25612	76032	4644	2453	3066	1406	8999	2919	5086	7794	6319	8787	3246	7418	3596	5561	4257	7624	4399	6391	91269	12772	11985	5336	6347	1359	6489	2914	3417	2554	1452	11061	14123	14559	3714	14459	16599	7733	1185	3403	2680	819	1392	2939
*141*	386382	218764	peak area	11368	7246	10195	9474	14733	22519	17240	9887	6652	9730	6827	6923	8124	6971	10095	29332	26318	24566	24723	21457	7770	6755	29704	6173	7855	16976	8266	6789	8184	9273	20722	16219	7481	5445	4300	5134	8340	5597	7909	8502	13402	14569	16080	11393	10897	12223	10043	10847	10500	8018	8917	14100	9762	15121	8806	24251	16999	30744	15378	9783	6323	6246	9088	5433	8265	6280	17972	9126	15735	9653	22856	6942	7756	4443	7106	11564	20096	10835	14443	18530	15947	4352	13911	9928	10878	6745	6786	14546	16016	17074	23546	16954	25877	6996	11340	15690	7318	8057	14639	23170	20272	20050	17200	13031	15853	15840	8888	11647	2845	5257	2892	11078	17170	22917	10352	11931	15833	7882	12721	7355	7943	4622	4600	6145	6580
*217*	550165	218708	peak area	1270	1133	1071	1546	788	1396	1423	150	213	123	82	142	100	859	412	1784	1749	1141	1924	717	68	82	295	68	119	187	557	404	379	469	635	814	338	158	107	76	226	90	216	132	977	696	1783	1318	1093	581	424	142	96	74	109	1418	986	114	2980	1406	2782	1361	668	149	159	85	135	113	226	131	2498	826	1736	1778	2331	88	144	104	130	150	1691	584	1675	1520	933	113	194	114	159	109	90	2059	707	1469	1363	1349	1822	110	257	162	163	114	241	1161	1460	3294	2337	2025	1937	2059	198	303	174	128	118	192	1530	1806	86	1179	2671	1937	1138	146	124	101	88	58	73
*99*	403674	218562	peak area	11967	45254	8189	10446	16134	25384	20030	32716	6813	7568	7432	8832	6255	11266	20069	37346	32795	29650	30823	24730	35352	6171	34208	3498	19327	17220	9544	8406	9050	10515	23179	21095	7403	6776	4849	19469	9622	5431	7888	14227	18404	16657	38319	7642	13518	11800	11332	8253	14515	5688	12045	48766	52816	15526	17787	31672	19717	41235	17521	7540	6694	4857	6964	20247	13891	9725	38811	10766	33580	7395	26362	4974	7957	3932	7169	12333	22713	7399	11637	18607	25415	5109	10099	12447	7720	22926	5083	21224	20501	25225	31623	28855	29084	7595	18543	16368	29968	4914	18532	30164	24949	26048	22868	31788	19960	18914	6427	11816	10797	16227	4469	18029	21243	29003	18149	13917	9121	18173	15596	6105	5439	25718	3607	4166	7033
*100*	243958	218536	peak area	9746	343597	168677	161526	259324	56924	267313	261574	175739	228059	207317	63450	105917	419255	367082	686351	737372	504482	545293	320399	65844	218619	85962	59034	205352	58820	219602	155162	181718	144894	25476	361416	81209	125555	142990	234383	12696	221813	199209	154760	172873	338772	422483	239610	373724	142841	174499	327773	188064	219784	133070	93342	622172	243247	406732	309378	464556	380347	400126	236139	228167	231321	197083	53247	10538	75196	343552	277678	188615	183041	837473	219770	525720	112208	152156	205601	494536	240860	329202	150104	548907	118237	236419	187184	322352	54051	90072	86753	195987	298676	254123	313937	753672	82615	495302	483928	505540	410953	134980	191368	157307	426794	575938	560537	590917	362105	10097	165079	258111	71044	199130	160567	700814	902209	217175	515978	616417	149060	560299	132974	156878	33100	11563	40143	85445
*156*	520835	218531	peak area	624	799	492	871	600	1080	1133	702	497	459	346	356	319	698	585	1205	740	437	1639	476	357	211	1455	435	456	767	325	365	369	406	831	606	404	248	288	395	828	288	371	365	468	627	794	729	556	440	449	656	534	472	352	1165	529	620	591	547	1104	1625	639	439	339	303	397	275	589	419	1032	491	945	755	1058	384	337	310	503	498	1299	604	1033	930	845	256	401	462	524	545	201	1149	654	905	512	1501	1341	323	1089	775	494	565	529	893	1316	758	1244	941	1015	1126	95	889	281	328	324	418	859	1256	1322	746	1368	1258	622	398	583	297	176	264	474
*191*	561163	218521	peak area	326	201	383	338	244	732	518	579	417	3198	2112	1011	508	282	337	703	627	475	834	357	354	1142	1563	491	406	3773	300	242	226	246	397	582	331	3089	3159	532	7836	390	3840	2420	252	401	493	425	443	468	271	3311	2977	1094	813	509	555	2653	359	618	446	608	437	6285	577	2337	3917	893	2259	1504	340	306	535	343	746	3384	325	1641	925	3151	679	348	713	616	673	3543	3517	2903	5471	2099	2010	405	225	431	510	816	847	972	2571	3664	371	549	196	505	581	610	691	334	495	603	2802	516	66	351	100	3690	640	706	379	444	582	465	456	1554	982	82	818	1075	651
*237*	1063722	218509	peak area	438	1028	442	719	1000	790	1535	50	28	61	15	15	84	1223	815	483	1206	375	873	1003	21	9	40	44	24	78	491	304	179	646	306	579	1375	26	20	10	45	24	280	23	45	441	54	391	65	535	96	10	55	41	16	919	498	26	531	588	972	151	689	34	73	14	30	29	170	34	893	722	354	531	712	44	13	49	75	112	368	313	468	87	647	47	82	45	75	54	49	750	530	1493	1288	832	809	27	115	43	70	32	59	746	705	1132	837	952	1386	1288	45	159	62	60	22	57	692	841	96	1141	1201	1691	954	18	58	39	53	33	45
*223*	708324	217893	peak area	2297	9313	3900	1497	2135	5493	13294	10700	1986	589	1487	1715	5175	3399	1994	3943	4520	5743	7532	3157	296	1735	3746	2755	2829	2261	1922	1626	2609	2826	8310	3811	5531	3680	2922	2357	1466	1548	3192	2441	1535	1634	2013	4709	6689	1209	2628	2817	2256	3110	470	10618	1661	304	5123	7463	1478	2186	998	528	3198	353	1449	5545	3111	3181	7284	4788	1184	12141	6331	2775	4206	1522	3220	5847	4519	2752	4763	5399	2311	987	810	1809	2165	4637	1777	702	3081	8514	4526	6068	5902	2661	4478	4539	2711	1848	3973	9642	2144	2189	7017	10065	1072	782	3662	3347	3051	4911	1228	5514	2479	6775	4638	2376	4010	2025	3791	2353	1256	2799	711	1320	4540
*174*	297366	217873	peak area	7057	14141	6849	10608	12320	6681	16834	8491	7479	7333	4309	3541	7652	11460	8777	5322	13102	13686	15707	11485	4809	2507	7970	4065	4327	5458	6416	4090	5547	8402	17900	9134	9789	4086	2907	4468	5924	4642	6052	3983	5481	4576	15123	14241	9466	2900	9035	7399	3109	3683	2614	14056	9949	7532	10530	25147	18621	27208	13496	5601	3903	2580	5597	3241	6173	4188	17491	5610	13205	14874	6162	2990	6612	5407	6385	5714	6625	10382	13011	15535	8110	3160	3871	4202	4786	4123	4050	19028	12684	5780	17210	27565	9656	4762	9933	6733	2961	6481	3201	19111	3335	12900	4359	11878	4800	5285	8127	7768	3868	5786	5329	9209	12902	5945	21844	8527	16330	18652	9946	5917	4910	4907	3488	3532	5887
*142*	401556	217870	peak area	4982	2848	5238	6441	685	9923	1860	3560	3094	2831	1735	3312	942	3750	2686	7562	7791	4383	6840	958	1845	1497	3864	2865	2808	1366	462	893	462	636	1418	2364	975	851	659	939	2082	1085	1117	1279	888	1113	1909	1646	1036	1184	928	1208	3186	1482	1156	4678	1072	1041	2522	5165	5574	6050	5685	2463	2120	2596	2473	2433	4651	1084	3451	4216	6923	1563	1264	2753	4075	2394	3199	4582	1670	3101	4584	5516	3685	2681	5067	1865	3447	3190	2022	4335	1541	6538	1394	9488	4630	1268	6696	4029	2146	3709	504	3286	3979	8638	4942	6779	3597	6183	3537	4587	1624	1860	1571	3664	5576	3662	1744	4018	4676	3391	6175	1916	2435	1613	1317	2254	2613
*154*	400245	217867	peak area	11656	8457	10688	12080	11895	23731	18531	9560	6987	8845	3418	6515	7017	8802	9316	30291	29090	22988	27185	17959	6209	6063	17709	6799	7221	14053	9572	8479	9610	9884	21051	19451	8930	6129	6786	4852	13673	4956	7050	8825	13500	16958	21633	16580	14339	13113	9671	12345	9531	8799	8942	15627	10785	13555	10417	24534	20485	33381	16604	10042	5875	6800	8713	5672	11924	5450	16719	10383	14845	9436	25000	7817	8867	6999	9070	13979	22142	12067	18082	19845	19643	7955	13361	9610	10399	7278	6256	10931	15141	16934	23426	18933	29889	8544	17715	15839	7140	8772	10957	23108	19493	23835	22964	15760	19395	20548	5995	10662	2618	5288	2045	9663	20243	16101	19563	14205	21576	14102	15239	7975	7774	4284	3880	5998	7027
*228*	237804	217866	peak area	35324	34004	43592	51535	37203	68522	60678	10156	19897	20500	12541	11849	18251	49890	22943	78512	64546	56305	70801	46307	3503	13818	85604	2115	23099	7744	23288	23307	21867	24320	3310	47959	33426	9937	9165	18440	1922	20983	16777	10235	28279	41352	42446	50229	33758	15138	24738	30896	17963	18317	20403	4967	43088	26055	38253	65185	56161	102067	47693	921	27077	11889	19636	250	1282	1418	60546	15895	10393	55438	70136	14690	32029	12374	14759	16602	70837	27825	50249	66872	48722	12026	15485	19294	18459	4220	15785	60614	38918	39030	62686	47872	79979	19119	51256	35184	30726	34556	19224	36416	62235	36002	37573	44227	44276	20072	2262	51240	15409	691	22955	23404	45662	57121	73299	31511	50973	49418	35579	17478	16806	141	10365	16050	27662
*265*	447001	217842	peak area	5929	8361	6342	8578	7233	13964	15181	4653	5107	4422	3768	4058	3496	6446	6683	20598	18561	14777	23956	13221	5368	2722	21272	5034	4992	9013	7893	6649	6923	6754	16281	15247	7930	3589	2510	3504	8825	3427	4512	3356	10753	14794	18406	16148	12195	11015	7732	7342	6527	5886	5660	10318	11267	8429	7591	15617	12457	20484	9335	5756	3969	3777	4733	2553	6541	3617	9633	6609	10846	9678	14258	4596	7139	4212	5418	5714	15901	8301	17682	11921	14443	2837	5651	7072	7131	5642	4023	14055	9462	10060	12866	16978	16184	4841	12229	10265	4321	6560	548	14073	11366	8377	22980	9620	14131	14982	3931	6309	2293	3218	2498	5011	12911	23131	11864	9022	17596	16524	9191	4106	3597	1948	1746	3302	4441
*116*	294591	217841	peak area	34896	20757	25300	11968	26004	33069	16485	5036	10727	17555	13149	13544	13192	13509	15039	70480	68366	27299	24252	44872	6508	12366	39536	10973	6039	5948	23370	10887	21480	23051	53288	30011	23587	3265	3044	7350	4121	8654	13037	11583	31776	38708	54853	9888	35742	31943	24579	4798	442	8765	489	29386	12925	2087	17875	22822	33192	21723	30380	23302	8368	824	25423	7440	4697	8587	35147	18773	35890	9995	58712	15945	16206	16610	18869	19443	25183	17323	13178	30879	31379	9454	17204	22801	20837	12687	9673	18844	22631	23121	55820	32324	60686	11048	26718	29020	8254	12586	13901	59586	44247	34225	37804	24240	14215	27877	1890	9926	10508	4655	5449	21476	37291	23441	29360	15557	27765	5349	26985	15021	9970	1816	3750	3275	8238
*170*	232263	217840	peak area	1132	635	720	2986	21065	9784	14454	293	108	19	209	524	80	787	287	23089	28487	2183	13037	23539	334	53	17275	215	117	110	4981	19935	2470	28449	1537	26314	28374	311	188	766	66	145	6114	419	48810	39935	30930	43544	18533	12991	32461	51	170	328	248	1625	6369	89	6564	44155	34242	7438	121	16	34	102	51	830	38	211	16037	592	3245	516	21705	252	740	227	142	477	5234	5846	2942	6567	10560	206	413	1940	310	307	281	9752	25482	3303	47542	26638	49127	146	161	79	447	195	193	25125	14508	6570	3948	2299	658	2838	38	314	83	557	374	173	2635	13045	830	337	16002	3119	230	14	109	733	10	46	134
*129*	1101095	217827	peak area	1251	2721	1348	1503	1892	2043	2452	174	224	166	229	143	181	3173	2217	1299	2608	1013	2196	2378	94	162	738	114	132	336	2012	945	734	2708	2638	2685	3760	74	142	66	258	115	616	133	1316	2862	1769	3765	1569	3092	2083	121	387	77	38	2059	3305	172	1325	1142	1727	498	1232	62	238	132	92	91	338	138	2062	1510	752	1349	1701	107	115	145	168	234	1311	714	1272	1578	1334	67	203	123	143	169	157	1740	1233	2987	1956	1769	1731	68	212	177	219	196	118	1678	1069	1942	1546	1469	1978	2422	169	360	72	167	139	274	1493	1673	64	2239	2682	3347	2014	72	62	124	219	48	200
*248*	260183	217824	peak area	4863	7058	10023	10504	4105	8274	11691	5960	5336	2164	3625	3549	1991	9648	5988	7316	6427	5910	11797	8323	2675	1772	7603	3424	3341	2855	3394	3534	1600	2327	5317	4812	5037	3990	2648	4068	4003	3711	2469	2967	1902	3301	9381	7628	3668	3264	2527	2924	3660	3249	2580	7891	8093	4711	9818	12746	9505	11724	4438	1741	2808	2087	1777	2862	5884	2820	11574	6658	9694	10295	14898	2274	6212	2174	2396	3692	11033	5938	11334	11363	11651	2233	3020	2875	2591	2595	3184	10973	5481	8781	4170	8265	7886	2997	9182	5713	8645	4992	6488	7448	8911	7017	8018	7261	4339	4835	5592	5160	2320	4961	3578	3463	8549	11528	14347	3453	9571	9806	3934	1253	2787	2659	1380	2104	2948
