Name,a332577,a332581,a332585,a332589,a332593,a332597,a332601,a332469,a332477,a332481,a332485,a332489,a332353,a332361,a332365,a332369,a332373,a332241,a332245,a332249,a332253,a332257,a332261,a332265,a332129,a332133,a332137,a332141,a332145,a332149,a332153,a332633,a332637,a332641,a332645,a332649,a332653,a332657,a332525,a332529,a332533,a332537,a332541,a332545,a332409,a332413,a332417,a332421,a332429,a332297,a332301,a332305,a332309,a332313,a332317,a332321,a332185,a332189,a332193,a332197,a332201,a332205,a332209,a332605,a332609,a332613,a332617,a332625,a332629,a332493,a332497,a332501,a332505,a332509,a332513,a332381,a332385,a332389,a332393,a332397,a332401,a332405,a332269,a332273,a332277,a332281,a332285,a332289,a332293,a332157,a332161,a332165,a332169,a332173,a332181,a332661,a332665,a332669,a332673,a332677,a332685,a332549,a332553,a332557,a332561,a332565,a332569,a332437,a332445,a332449,a332457,a332461,a332325,a332329,a332333,a332337,a332341,a332345,a332349,a332217,a332221,a332225,a332229,a332233,a332237
octadecanol,8.4471,8.8486,9.1497,9.3966,9.0634,9.2216,9.4757,8.1849,7.585,10.9091,8.3619,8.0821,9.8281,10.1874,8.8517,8.4757,8.858,9.6952,6.6865,7.3923,8.4305,8.4717,9.2046,8.7039,9.6671,8.8138,8.6724,9.3443,8.5353,9.4051,12.9235,9.1137,9.1972,9.9744,8.4959,8.4388,9.2668,8.2479,9.0526,7.585,9.9958,8.6653,9.9248,9.3106,10.1523,8.6546,10.2095,7.9307,9.0928,8.8517,8.8948,8.4471,9.0224,8.8978,8.1699,8.5925,8.9278,10.5196,8.4471,7.9484,9.1137,8.9773,9.1319,8.0661,9.2992,8.611,9.1997,8.4757,8.9715,7.8009,7.7549,6.8704,7.7347,7.983,8.2854,7.7415,8.1085,7.9715,7.4594,9.0334,8.7004,8.2621,8.224,8.6294,9.0471,9.0928,8.4471,8.1849,7.9307,8.5774,8.3399,8.6511,8.2046,8.8549,7.5622,7.7944,7.0768,7.8009,7.1699,7.8517,8.375,6.8826,9.2479,7.5546,8.9425,8.3531,8.7211,8.6724,7.4757,7.9425,8.3531,8.3174,7.4594,8.3576,6.585,7.3663,8.9248,8.5507,7.7682,7.0112,7.6935,8.0444,6.9425,7.4009,8.5887
myristic acid,11.2866,11.4226,11.4767,11.4284,11.2802,11.4939,11.584,10.8887,10.2621,11.444,11.1131,10.8273,11.5565,12.183,11.5157,11.0519,10.9794,10.809,10.0526,9.5098,10.4757,11.4964,11.8309,11.3376,11.1013,10.9403,10.5245,12.2116,11.4717,11.3404,11.462,11.3465,11.568,10.8665,10.6083,12.2656,12.3834,11.1026,11.4189,10.7091,11.8533,11.7095,12.0365,11.3259,11.9322,10.2082,10.7271,10.5803,11.2485,10.6493,11.6755,12.031,12.3939,11.6165,11.4268,10.8384,10.7887,10.5078,11.2003,10.8956,11.0341,11.1144,11.719,9.1344,10.5167,9.6564,9.8994,9.796,10.2726,9.8234,9.585,9.3987,9.6457,10.1033,9.8872,9.7039,10.5727,9.8057,9.5469,9.8811,10.5575,9.9972,10.0182,10.3761,10.2046,10.6083,10.1749,9.8408,8.7748,10.2877,10.0471,9.9858,10.0196,9.8025,9.2384,9.8009,9.4676,8.7682,9.5255,9.3837,10.1434,8.8265,11.1013,9.7448,9.8842,10.2312,9.9322,9.1215,9.3443,9.8978,9.5584,9.3061,9.5603,10.4727,9.058,9.3729,11.2929,11.7891,9.6493,9.2527,9.4615,10.1586,8.9009,9.0795,10.7398
malate,12.7324,14.0866,14.717,14.0514,13.6266,13.6478,12.838,11.4331,10.8773,11.2538,11.6096,10.5314,12.1777,14.2466,14.019,11.8463,13.4888,9.7039,11.9166,12.9705,12.5199,11.676,11.0526,9.6257,11.268,14.7119,14.4482,13.2399,14.5842,13.9657,13.2697,10.0348,11.6852,7.7211,11.4414,11.9204,10.5372,10.1972,9.1573,8.7415,8.8455,9.3174,8.5962,7.9366,8.2992,10.9352,11.1273,10.9491,11.6142,10.5196,11.2473,12.2473,12.6029,12.2989,11.5948,8.3837,8.7879,10.3955,11.8065,10.7549,11.1787,11.8887,8.7682,11.3669,13.3472,11.5967,12.4846,11.7703,11.8723,9.2192,9.9816,9.8408,10.5028,10.4179,9.8517,12.4197,10.8361,11.6874,11.7977,10.3955,11.0498,12.7545,7.1189,7.9658,6.6582,8.3794,8.3399,7.4676,7,11.8305,10.3641,9.0715,11.1818,10.796,7.4919,12.3904,13.5088,11.8622,11.4594,12.4843,12.6961,6.4919,9.3015,10.1137,10.1984,7.2479,7.9944,11.676,13.1822,10.9993,12.5962,11.1867,7.4838,10.2515,6.5699,9.4242,12.4709,11.6676,9.6257,8.5469,8.4136,10.5048,10.0835,9.2808,10.3608
lysine,6.5392,6.6294,7.7748,7.5157,6.2854,6.3923,6.4757,5.8074,4.7004,8.5118,7.1085,6.7142,9.2992,6.9425,6.7814,7.585,5.6724,6.375,3.8074,5.0444,5.858,6.0444,6.7682,7.0553,6.1898,7.7879,7.0553,11.462,7.3129,6.858,7.6935,5.9773,7.8887,6.375,6.6865,6.8074,5.9542,5.585,7.9189,5.3576,6.585,6.1699,7.5999,6.6294,7.6865,7.4998,6.9887,6.585,7.4094,5,4.5236,7.4094,6.5392,6.0661,6.2668,5,7.6439,6.8329,6.2854,4.8074,6.7004,6.9425,7.0224,13.0906,14.2402,13.5232,13.5545,12.9874,12.9529,12.6924,8.29,13.5501,13.1763,13.2287,12.2935,13.5885,12.9449,12.2149,14.0897,12.9058,11.3123,12.8488,13.2559,11.7457,13.133,13.1794,9.9248,13.0435,12.1573,13.416,13.7038,13.0248,12.6669,10.9672,8.8642,11.0417,11.6996,5.6439,10.1836,8.8106,11.5008,6.5699,12.4831,9.5774,7.1085,11.3778,4.4594,11.0661,9.2923,10.9285,10.7432,11.0217,11.0512,12.824,4.1699,11.2294,8.7347,6.6582,9.8376,10.1331,7.7004,6.4094,8.4136,7.7682,11.1376
linoleic acid,7.3487,7.6724,7.5925,8.3309,7.9366,8.1849,8.1497,7.7279,6.8455,8.3487,7.7879,8.1189,7.7347,8.4094,8.3309,7.6294,7.4512,7.5314,7,7.1898,8.1699,8.6147,8.1548,7.8329,8.0661,7.8704,7.4594,8.4959,8.5699,8.7682,8.7616,7.7347,7.4179,7.9129,7.5314,7.6366,8.6184,7.5622,8.1599,8.3354,8.4838,9.1774,8.4838,8.224,8.5118,7.0553,7.2479,7.9009,7.6221,6.9887,8.3576,8.3038,9.3641,8.4878,8.8106,8.4959,7.6582,8.4838,7.9069,9.3597,8.4051,9.6165,8.2808,5.8074,7.1396,4.7004,6.4594,5.7004,7.0224,5.4263,5.4919,5.6724,6.2479,5.9542,5.7279,6.7279,7.2761,5.5236,5.9773,5.6724,6.8455,5.9307,4.9542,5.3219,5.9773,6.4919,5.0875,7,5.3576,5.8329,6.4094,4.4594,6.5999,5.6724,4.2479,4.7549,5.8329,5.3923,7.5236,4.6439,6.0875,6.0444,7.4838,5.7814,6.0661,5.7549,7.1085,5.7814,5.1699,5.8826,5.8329,6.5699,5,6.4263,5.3923,4.8074,8.0821,8.7142,6.6147,5.3576,6.9658,7.9069,5.3923,4.7549,7.8642
lauric acid,15.5229,15.978,16.5196,15.2836,14.5658,15.7719,15.416,15.5563,14.9646,15.7714,15.4007,15.4284,16.6351,16.2375,15.8297,15.4696,15.5366,14.6638,15.6625,14.7308,15.6364,14.9427,15.8027,16.1386,14.614,15.6615,14.4206,14.937,14.8249,15.1953,15.64,14.7945,15.5239,16.9883,15.0982,15.9612,15.6035,14.8976,16.1495,15.9661,15.6271,17.7925,15.8361,15.146,15.0521,14.3122,15.8369,14.635,16.7882,14.1005,16.3458,16.0907,15.9418,15.4143,16.0006,14.8757,15.0343,14.3474,16.1226,15.2856,14.6933,15.3582,15.035,14.1078,14.5368,13.7507,15.2982,13.707,14.1265,14.2069,13.6354,14.5472,13.8432,13.5001,13.3776,14.9719,14.8345,14.1667,14.23,12.5691,14.8832,14.3949,14.7057,13.2578,13.7105,16.4056,14.1664,14.762,13.3132,13.8367,14.5821,14.121,13.9192,14.2646,13.8452,15.8617,14.2263,12.783,13.0946,13.3677,13.4807,14.7776,15.1269,14.5353,15.2777,14.3641,13.0841,13.5804,13.1376,14.8622,14.2776,14.7119,14.4972,13.4799,14.1886,13.6776,15.2774,16.0988,15.7663,15.1547,12.9658,16.3845,13.1264,15.3716,15.7303
lactic acid,17.4571,18.2877,17.2745,17.8404,17.8844,17.2137,17.7559,17.5706,17.215,18.2027,18.3118,17.0972,17.6804,17.17,18.1172,17.4237,16.4008,16.4516,16.0398,16.5386,16.284,15.1369,16.9701,18.3466,17.2885,17.674,17.3399,18.3576,18.0487,17.6926,18.0986,17.8117,18.879,19.7013,16.5826,18.0996,18.2065,16.6462,18.26,17.1388,17.4142,17.4506,17.744,17.8507,18.6363,16.0877,17.814,17.5287,17.4977,16.8537,16.6128,17.4158,18.0657,16.7737,17.2091,16.3685,18.4537,17.2935,17.897,17.3886,16.801,18.1377,18.5796,15.4343,19.0385,17.4876,17.9016,18.8893,16.7795,17.7399,17.1663,17.1256,16.5797,15.914,17.8571,17.0028,18.1488,16.4818,16.9884,11.7026,15.455,17.6444,16.0017,16.1421,17.5937,15.7698,17.2394,16.1362,16.3683,17.9678,18.3238,16.8142,19.0894,18.6074,16.6237,17.0311,17.7593,11.5551,15.654,16.3441,17.5249,16.7916,18.5389,16.9611,18.9964,18.4375,18.7934,18.7222,18.0797,18.0611,18.1984,18.1427,16.8999,17.4621,17.8063,16.99,18.0561,16.8674,17.3673,17.3195,16.4738,19.0422,18.5275,17.8463,17.1556
isoleucine,6.8455,10.242,10.4898,8.9099,11.2228,8.0928,8.4959,8.388,10.7347,9.9322,6.9658,8.4512,10.4073,9.3794,9.2808,8.5584,8.2479,6.585,8.1997,5.7549,5.2854,7.9069,7.9307,11.117,8.1599,11.2143,9.0251,13.481,7.5078,9.3509,9.2192,7.7074,10.1649,7.6582,8.29,10.4553,11.4168,8.5699,9.0901,7.1189,9.2992,7.5236,8.3264,7.5236,10.6733,9.1447,9.9498,9.1948,8.8138,6.8202,7.5469,9.3083,9.4676,7.4998,8.8549,7.4998,10.0928,7.8392,11.2485,10.2046,8.1293,7.1699,9.5078,12.4404,14.8738,13.8828,14.9669,13.7177,12.4067,12.1861,10.9773,12.6405,13.5088,13.3242,11.5392,9.568,12.9478,11.2992,13.0654,13.2184,9.2597,13.6807,13.1934,11.7087,13.1822,12.6508,12.8035,12.0172,12.8256,14.1227,14.2195,7.2095,12.9915,13.3444,12.6656,11.4833,12.8688,12.9897,12.3264,10.809,13.4311,6.0661,14.2502,8.4051,13.946,13.5068,12.9298,12.7084,13.7802,13.4871,13.3904,11.7964,7.8826,11.7891,11.9256,13.0706,10.7474,9.7415,7.1699,12.6083,5.858,12.7471,12.93,12.7446,6.8202
inositol myo-,6.2095,7.375,8.1241,6.4429,8.5699,6.6147,8.1085,7.4346,6.5699,6.8826,7.4429,7.5469,9.7415,7.1898,9.0056,7.8517,6.3923,5.585,5,6.0661,6.6865,6.585,5.858,4.9542,9.7781,7.2095,7.6935,9.3663,8.2808,9.3264,6.4263,8.2946,8,6.9542,7.4346,6.3219,9.9129,6.3399,8.4798,6.4594,9.3619,7.9887,8.2192,6.8826,9.8719,6.7142,7.098,6.3399,7.4512,8.0715,6.0661,7.0112,5.2854,6.2668,5.6724,6.1085,7.5546,6.8948,9.0607,7.6935,7.4594,8.1997,6.9658,12.5336,12.0396,11.4594,11.2562,10.9844,11.628,12.1092,10.4645,11.0244,11.0471,11.1485,10.6865,12.4057,11.2592,10.7649,10.1849,10.8781,10.7211,10.9181,12.1144,11.188,11.233,11.716,10.2467,11.1241,10.6266,11.8634,11.5627,11.5981,10.7288,11.2186,8.6935,9.2946,8.0768,8.0334,7.9658,7.8009,8.4429,8.817,10.0647,10.6715,9.3837,9.0634,8.4429,10.3597,8.2336,7.9715,8.2192,8.5962,8.9396,10.9233,8.7649,8.9425,6.5546,6.375,8.7108,8.683,8.8392,8.9129,8.5774,8.6795,11.014
inosine,9.4696,8.6689,8.4051,9.4388,8.1344,7.9944,8.2432,7.2668,8.5887,7.4594,6.2095,7.5699,7.0334,7.7944,8.7515,8.1649,7.6073,7.4676,7.0112,7.2288,8.5196,8.3264,7.858,8.6294,8.0334,8.3663,7.7004,8.7515,7.8948,8.8887,8.0279,9.0224,8.858,5.7279,8.8826,8.9658,8.7814,8.6366,9.1319,7.7347,9.4898,10.3554,9.2479,9.8704,9.4574,7.6511,7.4263,8.7448,7,9.6073,9.0334,8.6439,10.4367,10.1898,9.2264,9.809,8.6294,8.3837,9.2527,9.5906,7.7279,9.1774,8.2095,12.0303,13.4202,12.543,13.7238,12.1186,12.5988,11.6389,12.571,11.6983,12.3915,12.0658,11.4651,12.4838,12.7805,11.825,13.2084,12.5026,12.2782,11.7809,12.4946,13.0372,12.6466,13.9517,12.8811,12.9357,12.5932,13.5017,13.1067,12.2189,12.1517,12.9487,12.7526,12.5627,11.9144,12.0351,12.1529,11.2814,11.5826,11.2076,12.4951,11.6676,12.6799,12.1812,6.6294,12.0179,12.4409,11.6843,11.668,12.2917,12.8447,11.9344,12.1016,12.2952,9.4615,9.6439,12.6432,11.6978,11.432,12.9222,11.5328,11.5575,12.8767
hydroxylamine,18.273,18.9142,18.4205,18.1644,18.2625,18.2761,18.3027,18.5331,17.8439,18.1248,18.7113,18.7413,18.2303,19.4477,18.8679,18.2977,18.3017,17.234,17.2027,17.1625,17.5812,18.8361,18.3066,17.9323,17.5752,18.2777,17.8049,18.3461,18.3207,18.893,18.4763,18.355,18.4712,19.2559,17.4698,18.6745,18.8156,17.9401,18.8568,18.3958,18.4384,18.0279,19.2776,19.1891,18.4025,17.6421,18.5452,17.6197,18.8643,17.3508,18.4728,18.6632,18.5152,17.972,17.3901,17.7928,18.0553,17.7971,17.6323,18.8522,18.8139,19.0384,18.4779,17.6355,17.6083,16.991,17.0319,16.6298,17.81,16.2215,16.7015,16.995,17.02,16.2163,16.99,17.4194,15.9553,16.5084,17.2664,16.1634,17.092,15.8751,16.8509,16.1591,16.7195,17.231,16.8407,17.1536,16.5998,17.4686,17.2552,17.4057,16.8358,17.0497,17.4579,17.2195,17.2224,16.9113,16.4193,17.0588,16.9705,16.7102,18.013,17.5591,16.7167,17.587,14.3425,17.0115,17.6991,17.119,17.3248,17.1493,17.2612,16.6677,17.0434,16.4232,18.3478,17.0687,17.4572,16.0739,17.4475,9.3197,16.799,16.6022,16.6395
heptadecanoic acid,12.3323,12.1167,13.1254,12.3977,12.416,12.6511,12.67,12.0189,11.4194,12.3264,11.8803,11.6366,12.9041,12.813,12.5201,11.9841,11.9658,11.9222,10.6184,10.9801,11.4752,12.384,12.4783,11.7727,12.3554,11.9289,11.6152,13.6393,13.0327,12.5085,12.479,12.0192,12.4643,11.9233,11.3864,11.7789,12.5416,11.3658,12.5267,11.749,12.7087,12.1241,12.5471,12.3526,12.7601,11.2609,11.8788,11.525,12.1309,11.7296,11.8884,12.2267,12.7628,12.2033,11.8634,11.7549,11.6479,11.6578,11.8834,11.6156,11.5897,11.9307,13.3507,10.9106,11.6138,11.0634,11.2456,10.8925,11.4605,11.9263,11.8941,10.7549,11.7202,12.1526,11.8925,10.9114,12.0272,11.6622,10.8941,10.9701,11.3202,10.9715,11.5948,12.568,11.4533,11.7624,11.9465,10.7347,10.5746,11.4934,11.1248,11.3343,11.2348,10.84,10.6165,11.7582,10.3163,10.5058,11.3393,10.2192,11.1338,10.0168,12.1248,10.8696,11.8412,11.3298,11.0091,11.0147,10.599,10.4898,10.9922,11.1,10.6839,11.9972,10.2336,11.5985,12.2201,12.3934,10.7773,10.2784,11.4645,11.1855,10.3332,10.3432,12.9324
glycolic acid,12.2761,13.7065,12.666,13.4791,13.9294,14.1629,12.5622,14.6827,12.0838,13.0609,14.7037,13.5591,13.6621,13.6616,13.9309,14.1585,13.8634,12.192,12.1193,12.1536,11.7703,13.1483,13.3354,10.1267,12.9509,11.9043,13.4652,13.4637,12.7526,13.7335,11.9683,14.3455,14.5433,12.3796,14.0054,12.0898,12.8933,14.0151,14.3408,12.4594,13.9788,12.9705,14.3846,14.6499,13.7814,12.4081,11.1144,13.9342,14.0928,11.6298,12.8872,10.5157,11.7415,13.213,11.3236,11.5817,7.8765,13.7417,14.4829,13.9349,13.9421,14.2777,13.8708,10.23,14.2822,13.475,13.2423,13.5232,13.009,13.014,13.3151,12.5038,13.4732,9.8471,12.758,12.6113,13.7398,12.0658,12.2995,5.4919,9.2668,9.9915,11.9218,12.0529,13.0265,10.0782,13.6464,12.9076,11.7017,12.717,13.9403,12.9458,11.2137,10.8106,12.0964,12.1212,13.1869,5.3219,11.5784,12.4767,13.5184,13.6006,14.526,14.3882,11.6957,14.0689,10.6073,13.0959,14.1666,12.4035,12.6788,12.6931,13.8831,13.4149,13.2972,12.6757,8.5887,13.6985,13.4619,11.4147,12.2222,12.8893,14.1642,14.3538,11.9432
glycine,11.5048,12.4684,12.1889,12.0691,12.8779,11.5541,12.2615,11.5821,12.1652,13.0903,11.891,11.8467,13.4827,11.6519,12.4851,12.8632,10.9293,12.1056,11.7177,11.3821,11.294,11.6653,12.0369,11.2155,12.7076,13.1338,11.4466,17.2229,11.6184,13.1162,11.4538,12.6551,12.2458,12.5423,11.4215,12.3942,12.3424,11.8325,12.5464,11.224,12.875,12.0151,13.0258,12.0286,13.0802,12.0468,11.6904,11.2556,11.9054,11.3859,11.2294,12.0536,11.5864,12.0206,10.7985,10.7944,12.6687,11.3026,12.8613,11.8884,10.733,11.6198,11.4247,15.8535,15.9625,14.9237,15.2691,14.9747,15.4543,14.7467,14.9881,14.7766,15.6291,15.1544,15.2406,15.3276,15.1992,14.5276,15.6215,14.3863,14.16,14.621,15.2136,14.5175,14.5095,16.0664,14.6528,11.5196,14.3936,14.9619,15.391,15.0768,15.0708,15.4332,15.1321,15.2838,15.314,14.1585,14.2684,14.3941,14.349,14.7314,15.5543,15.2438,14.6381,15.0723,15.5173,15.6026,15.1148,14.8688,14.9896,14.3923,14.4204,15.3846,14.4144,14.968,11.5684,11.3815,15.0224,13.9526,14.0981,15.0336,15.0501,14.969,15.7603
glycerol-alpha-phosphate,8.7582,8.2046,7.8202,11.4914,7.8392,9.014,10.4727,8.817,7.1997,11.3685,10.5651,10.058,8.4471,9.9498,10.4778,9.875,11.7406,8.4179,8.224,8.5157,10.2131,10.6303,10.6537,10.2228,9.2527,8.9159,8.2668,9.4094,9.4051,10.2348,10.3219,9.3219,8.5661,7.6366,8.6257,9.9571,8.3794,7.7004,9.4179,10.7936,11.3971,8.9801,12.0931,11.4184,11.6138,8.9069,10.5887,9.7499,9.6073,7.7415,8.5157,9.0334,11.7707,8.7347,9.9901,10.1674,7.6653,9.0875,7.098,8.5118,10.4471,9.3815,10.0539,10.2691,10.9672,10.7838,10.5401,9.5411,10.6909,9.9858,9.9352,10.4009,10.2324,9.7582,9.3707,10.7228,11.1706,10.0458,10.5641,9.1344,9.5118,10.6961,10.3826,9.0741,10.84,11.1092,10.4919,10.1861,10.3399,9.7764,10.6804,10.4491,10.9708,10.4594,9.3038,10.3399,10.7574,10.0182,9.9381,8.4512,11.5656,9.9758,12.1206,10.9285,10.3987,11.4067,8.2527,10.545,10.9944,10.8082,9.973,11.1286,10.9233,9.4136,9.5962,8.7748,7.1699,8.2288,11.0735,9.545,10.3015,11.4003,9.4305,9.4858,11.5703
glucose,7.0112,6.8455,8.5196,6.4594,8.9159,5.3576,7.0875,7.3663,11.7632,6.0661,7.3219,6.0224,8.3038,6.2479,7.9715,7.7682,5.5546,5.7549,5.858,6.2095,7.6724,6.7004,6.858,6.1898,8.9396,7.8765,6.5999,8.7039,6.8948,8.1749,7.4094,7.8265,7.6147,7.7004,6.1699,7.4179,8.1396,5.9542,8.2432,7.2095,9.8595,7.8009,8.1189,6.2479,8.7142,7.0553,6.0224,6.1293,6.3038,6.8074,7.2384,7.098,7.7211,7.2095,6.6865,5.9773,7.6221,6.7004,7.858,7.7944,6.5392,6.5392,7.5622,10.0782,11.5013,10.5206,10.2923,10.1254,9.9084,9.3061,10.6847,9.9248,10.0265,10.2143,9.3197,9.4878,10.6987,9.5793,9.4009,9.1972,9.5469,9.5157,9.4471,10.5641,10.3185,10.8948,8.1293,10.043,9.3264,10.1948,10.9491,10.4828,10.9322,10.2131,7.9248,8.3966,7.4009,6.9542,6.0444,8.2384,6.4094,6.0444,7.9069,7.3923,9.7091,7.6865,7.7682,10.0098,8.5812,6.5236,6.7682,7.5546,7.3837,8.817,6.7415,7.3129,5.9773,7.0224,6.9425,6.7682,7.1189,5.8329,7.1085,7.3219,9.0634
fructose,7.3399,7.4429,10.374,6.9069,8.7781,7.2288,8.4594,8.7245,6.6147,8.7177,7.4094,7.5078,10.4878,7.9944,9.543,8.4136,6.7682,5.9307,4.3923,6.7415,6.8948,7.8455,6.8329,8.1749,10.2773,7.8887,6.6865,9.3487,8,10.4502,7.0334,8.3966,7.7879,8.2527,7.2192,7.7347,8.817,6.9307,9.7262,7.8392,9.1033,8.8887,8.5925,7.8009,9.7022,7.6935,6.3576,6.375,7.8765,7.7347,6.4429,7.2668,7.585,6.8202,7.7944,6.6865,9.4073,7.2854,8.7912,7.1189,6.1497,8.0334,7.2479,8.2992,10.821,9.7056,9.2784,9.7993,8.7004,9.1033,9.1649,6.9773,9.255,9.2143,8.9366,8.8611,9.1774,7.2946,7.7879,6.9425,8.3966,8.4798,8.683,9.2784,8.4221,8.8765,7.7074,8.4136,7.4094,8.1799,9.1923,9.3487,11.544,10.3163,7.1497,9.8517,9.1799,7.9944,6.7142,10.2784,6.2095,6.0224,7.6439,8.2432,11.4268,8.8978,8.69,11.5901,9.4491,6.5999,7.5157,8.2143,7.9715,8.8765,7.1497,9.0307,7.1396,7.5392,7.5078,7.4263,6.7944,6,8.6653,8.2992,9.9986
elaidic acid (put),9.941,6.6439,7.1898,10.1007,6.8948,7.3219,7.5469,7.7814,5.9307,10.4605,10.5868,10.3966,9.8549,10.1662,9.9542,8.1997,9.5275,6.6582,5.7279,6.3576,7.2668,7.983,7.6073,6.9189,6.7415,10.3376,8.5196,6.0444,7.0661,7.5314,10.4949,7.1293,7.0661,6.9425,6.6865,7.7616,7.5925,7,8.7715,9.6742,8.1849,8.0768,10.6812,10.8305,10.0888,10.2216,9.9278,7.2479,9.633,7.0444,6.9542,7.7004,8.7142,8.0389,8.1033,7.0334,8.1898,7.2384,7.0553,7.7682,7.6865,8.224,9.3421,6.0224,9.0901,7.983,5.3576,7.7814,6.858,7.7944,4.6439,8.6036,5.1293,9.2095,5.6724,8.7814,6.9425,8,9.2046,8.5196,6.2479,8.1497,8.6439,5.0444,8.6618,5.9069,5.4919,8.7879,6.5078,7.2946,6.8074,7.9129,6.3399,3.7004,6.7004,7.5392,8.8978,4.5236,5.5546,5.1293,9.1699,5.8826,10.0389,6,5.2854,9.2644,5.3219,5.2854,3.3219,8.098,7.5774,10.0279,8.8734,7.8074,5.5546,8.633,6.9658,7.8704,6.5999,7.6582,6.6439,7.1189,6.4263,5,7.6147
citric acid,7.2946,9.207,9.2143,7.5999,9.6312,6.7549,7.5699,8.0112,7.9189,8.2288,7.9887,6.7415,8.388,7.8517,8.3576,7.6366,7.2668,6.1293,6.3576,6.3576,6.8948,7.6653,7.3309,9.9144,8.9307,10.7117,7.2192,11.6184,7.7142,8.6935,6.7142,8.611,9.3685,7.2288,11.3669,9.3151,9.5018,8.3443,9.66,9.2668,9.1033,9.7262,9.5793,8.3531,9.2738,10.5915,8.3174,9.0848,8.8009,8.1849,6.5392,7.4429,7.0224,6.6294,8.1085,6.585,8.858,7.1898,9.6366,8.7245,7.2668,8.0928,10.0808,12.4268,12.9157,11.8975,11.4419,10.5575,9.8978,9.2715,10.1824,10.1137,9.4512,10.3805,9.4284,11.1157,12.6099,11.6234,10.8895,11.7389,10.9887,9.5157,7.2761,9.8041,11.0423,8.6582,10.2796,10.5343,6.858,12.7511,9.7532,9.7912,10.5245,9.2644,11.5522,13.2272,15.1627,15.6596,15.1474,15.3658,13.4132,7.4009,10.0901,10.4512,11.3214,8.8361,9.5507,11.3044,11.5527,10.3454,13.1663,9.5137,10.7895,9.4491,10.8305,10.8626,8.2527,8.0168,10.4949,10.2703,8.7977,8.8234,8.4471,10.9425,11.8653
cholesterol,17.4756,17.2574,17.5126,17.5296,17.3601,18.0002,18.1015,17.0212,16.4724,17.0376,16.9954,17.194,17.2295,17.2923,17.5043,15.5136,17.0345,17.6427,16.7314,16.1584,17.8606,18.1525,18.1007,18.6531,16.7615,18.305,17.1129,17.4163,17.6538,17.5783,18.1313,17.1233,17.5116,11.9755,17.9114,18.1082,18.5409,17.5183,17.4861,17.0685,18.1943,17.8702,17.5438,17.6317,17.6769,17.3235,16.6374,17.133,17.3781,17.1023,18.1821,17.7841,18.6902,17.464,18.2367,17.7898,18.3334,17.9643,17.3358,18.1845,16.7202,17.9881,17.8796,14.2984,14.906,13.3975,14.0925,13.7944,14.5543,12.5632,14.1443,13.7551,14.0904,14.0276,14.0167,13.0825,14.1924,13.9392,13.5162,12.4236,15.4841,13.3718,12.3875,13.1847,13.3019,14.8222,13.5572,13.407,13.1903,13.8188,15.0579,14.4287,14.5773,13.5595,13.3207,12.5204,11.6398,13.7988,14.6512,12.7816,14.0742,12.8404,14.9228,13.4127,14.6833,14.3462,13.9586,13.243,13.7217,13.6833,14.2352,13.9272,12.7084,15.4139,13.0977,12.9558,17.8388,18.4171,14.1063,13.2217,14.0002,16.2322,13.4193,13.8993,15.0314
capric acid,14.5108,14.6791,14.356,14.9635,13.8595,13.6839,14.5989,13.8816,14.02,14.3466,14.3951,14.4778,14.4366,14.7295,14.9761,14.3347,13.4244,13.7961,13.3966,13.0447,13.6847,14.1012,13.5445,14.5319,13.5199,13.4826,13.4193,13.7323,13.8742,14.7189,14.5911,14.2897,14.412,13.6427,13.3496,15.0053,14.4952,13.8632,14.8759,13.8167,14.412,15.5696,15.1507,13.7851,14.3413,13.3514,14.2736,13.8993,14.827,13.0906,14.8743,14.4456,14.8025,14.0013,14.1323,13.8971,13.2761,13.5244,15.0404,14.115,14.0947,14.4146,13.2429,13.1209,13.3555,12.5282,13.4631,12.1144,13.4629,12.6015,13.2435,12.9703,12.354,12.3611,12.3655,13.9383,13.19,11.8711,13.1165,12.0206,14.1203,12.4571,13.214,12.1003,12.4729,14.6104,12.7889,12.2694,12.8576,12.741,12.5389,13.4167,13.087,12.0018,12.9507,13.144,12.4808,11.4752,12.218,11.9954,12.3412,13.0793,14.3446,13.7715,13.2842,12.056,12.32,13.214,12.6168,13.0661,13.3181,13.0826,13.0365,13.3821,12.8834,12.84,14.1554,13.8347,13.4374,11.785,11.7985,14.792,12.543,12.9758,13.6587
