rowID	N170f	B150f	G100m	I180f	N110m	E270f	blank4	neat_qc2	pooled_qc2	E280m	blank1	G150f	B190m	H150m	H140f	O120f	L100f	I190f	M270m	F110m	blank2	blank3	neat_qc1	pooled_qc1	O110m	F140f	L120m	M280f
met_11953	34600	46200	62300	57500	48100	32400	0	0	47000	21700	0	35400	90800	45700	23400	31200	48300	56700	43600	28800	0	0	0	50100	39800	47200	28200	63300
met_11967	107000	65500	69100	66700	69500	66100	0	0	51900	51600	0	75300	69200	46200	30800	68500	61900	56000	36500	23700	0	0	0	73400	44600	50300	56100	36800
met_11972	55600	69700	54600	42500	34800	51500	0	0	50300	54500	0	51400	67000	63600	34400	25600	51800	55900	44400	64800	0	0	0	51100	31100	41600	42000	52400
met_11982	18600	50400	0	54800	52100	45000	0	0	53500	30800	0	0	31300	66800	4560	0	19000	55500	26500	39300	0	0	0	78000	12900	103000	62800	0
met_12010	76800	88800	28200	49900	51800	96700	0	0	46600	45200	0	44900	41200	35100	7030	37000	42600	54100	35500	58300	0	0	0	53900	39100	40400	27000	51800
met_12038	78200	65600	69600	54800	53300	59700	0	0	61200	39400	0	57100	89600	51400	35300	53800	51100	52400	38300	61700	0	0	0	58200	51500	52300	47800	52300
met_12052	43800	93500	160000	86400	78800	93100	0	0	82600	79100	0	96300	154000	60500	163000	83100	73100	51900	42300	125000	0	0	0	116000	92400	98400	76400	70100
met_12057	45400	36300	56500	51800	35600	32200	0	0	41600	20900	0	33000	105000	37100	8990	33300	35100	51700	29600	16700	0	0	0	41800	22100	39800	26700	51200
met_12060	68800	73000	45700	86300	37700	54800	0	0	53700	75700	0	75400	104000	49500	0	59500	76000	51700	25300	65300	0	0	0	84700	44700	56500	70700	33900
met_12068	32200	71200	59100	28800	40100	89100	0	0	43300	42800	0	92100	93000	36500	26000	31500	64400	51500	38200	45600	0	0	0	63200	23700	31200	50000	42400
met_12082	68100	61200	61800	67500	56300	56500	61500	76700	59800	55500	115000	57100	61100	54700	60000	54700	52700	50800	56100	53300	74000	65900	71700	63300	77600	69800	62400	61400
met_12093	47700	7200	21400	55500	95300	74800	20700	28600	20800	38600	1840000	33400	33600	55100	26400	33800	44400	50600	45800	36400	14100	4830	0	22400	24600	29300	46700	69300
met_12096	86800	80700	23000	50700	46200	71500	0	0	40500	44600	0	40600	39900	28400	7370	38900	34300	50400	25500	50900	0	0	0	56600	36800	37100	22900	45900
met_12126	416000	363000	607000	502000	832000	363000	0	0	432000	377000	0	314000	970000	342000	0	472000	446000	341000	588000	117000	0	0	0	472000	124000	527000	464000	432000
met_12131	871000	355000	648000	990000	702000	544000	0	0	642000	558000	0	493000	891000	524000	347000	809000	829000	758000	650000	322000	0	0	0	752000	304000	578000	744000	719000
met_12139	519000	410000	688000	634000	564000	366000	0	0	539000	330000	0	401000	958000	374000	440000	468000	477000	443000	385000	185000	0	0	0	660000	205000	698000	581000	564000
met_12176	18200	81300	172000	101000	228000	108000	0	0	175000	86700	0	218000	264000	123000	163000	187000	117000	54500	181000	118000	0	0	0	223000	442000	63400	275000	386000
met_12226	40900	128000	0	156000	138000	117000	0	0	95100	64000	0	0	66400	187000	12000	4870	52700	149000	57200	114000	0	0	0	218000	38100	298000	161000	0
met_12275	7640	54200	222000	11300	108000	16400	120000	0	0	66200	15300	116000	89900	106000	22200	81900	38400	132000	47900	13200	7610	0	0	2790	90200	67700	289000	118000
met_12284	239000	33100	242000	20000	103000	357000	0	0	88900	88600	0	92500	106000	27600	15000	77200	19600	18300	25900	110000	0	0	0	94800	46700	170000	16400	23500
met_12289	176000	46400	189000	107000	100000	64600	0	0	68400	62100	0	48700	186000	29200	50800	94100	49900	73600	80400	26200	0	0	0	76700	50600	58600	55100	120000
met_12291	82300	70900	234000	105000	99800	92600	0	0	106000	47000	0	93500	194000	80200	85800	91500	97400	124000	105000	92500	0	0	0	102000	81000	212000	104000	103000
met_12312	105000	103000	97200	85500	85300	90100	101000	85200	75700	77000	149000	86500	79100	76600	64700	77600	65000	63900	66900	65900	146000	149000	142000	121000	121000	116000	102000	104000
met_12375	109000	8380	208000	40600	70200	66600	0	0	55100	30600	0	45900	126000	55200	28600	43800	29600	39900	34700	71100	0	0	0	62200	33800	95700	17200	57000
met_12396	71600	79900	73000	67500	67700	62500	74400	66700	69100	73200	72000	73900	77700	68700	72100	63200	56400	59800	60200	56600	76600	78500	90400	82500	78800	73700	70100	71200
met_12400	288000	145000	617000	522000	67300	2150000	277000	890000	2930	2550	124000	207000	478000	868000	477000	306000	212000	174000	257000	230000	50000	0	0	0	0	294000	628000	395000
met_12402	44300	61400	51300	23000	66800	75900	91600	176000	18400	33500	67400	20100	33200	55000	56200	57000	42700	41800	43900	57800	56800	22000	25500	0	7630	14100	29900	40200
met_12432	99300	89000	80800	89500	62700	108000	95100	130000	86100	87300	106000	89800	57200	89500	101000	94400	80800	73100	72700	75000	90000	92600	100000	95900	99300	110000	84900	93500
met_12441	34200	51700	46800	16900	61800	88000	68100	204000	22200	53500	44300	15500	22800	42600	60300	52500	49200	40100	39800	56700	37900	19100	22800	0	4260	7930	18100	32000
met_12444	39300	4510	111000	46500	61500	42100	0	0	38400	22100	0	29300	86000	56900	22800	27500	11700	20500	27100	68000	0	0	0	55500	33200	52500	9140	34600
met_12448	213000	108000	634000	401000	61200	1250000	178000	833000	0	2290	147000	126000	589000	377000	300000	146000	109000	110000	184000	123000	64100	0	0	0	0	276000	386000	257000
met_1245	69300	68300	68600	69900	63800	58500	66500	63100	63200	60700	139000	58300	61200	63500	60200	62200	57100	57200	55900	57000	87900	81100	85700	77400	79800	74700	72800	77400
met_12463	67100	64100	67400	61100	59100	64900	61500	65800	63100	60300	68200	61600	56200	57400	55900	61300	51200	51300	53200	55700	78200	71700	74100	74400	72300	70200	63900	67500
met_12470	38400	54200	0	59600	58200	77000	0	0	43300	55300	0	0	64700	119000	8090	2870	24500	50900	37200	52900	0	0	0	41100	16400	53600	51800	0
met_12497	118000	43600	71400	67900	56000	43200	0	0	48400	58400	0	55800	52000	62700	34000	90800	53600	38400	56300	53700	0	0	0	77000	47000	32100	47500	27300
met_12515	47100	28100	82200	83600	54800	159000	36100	73400	0	0	3160	33600	64400	76200	36600	38500	33500	49000	50600	32000	0	0	0	0	0	39900	51700	49400
met_12547	58100	58800	50500	52600	53100	37200	54200	59200	53500	53100	82600	58000	53100	52400	33800	60100	49600	45400	45700	48400	69500	73200	75600	64800	66500	64000	56800	66700
met_12571	88800	83900	80400	74900	52000	86100	82200	105000	74100	66700	126000	72600	75500	76300	103000	76100	73600	65500	60800	69700	108000	86300	96100	85700	87300	96300	86800	84100
met_12574	73000	79500	76000	75700	51900	95500	77000	114000	74200	70700	94500	69700	80900	70000	101000	79900	69100	65000	67100	67800	85400	82600	89900	81800	84300	103000	86300	91400
met_12615	3360000	2840000	2340000	3750000	2640000	3610000	0	0	3380000	3860000	0	2170000	3770000	1410000	697000	1650000	4350000	3270000	2530000	9990000	0	0	0	4430000	1820000	6260000	3140000	2130000
met_12627	18400	1820000	2890000	2010000	1760000	2840000	1660	0	2290000	1970000	0	2270000	2430000	2040000	2060000	1810000	2480000	1740000	1770000	2360000	0	0	0	2160000	1990000	2380000	2160000	1130000
met_12637	1730000	1700000	2320000	896000	1020000	1870000	0	0	1480000	1010000	0	1990000	1210000	1680000	1240000	1370000	1690000	1500000	1170000	1910000	0	0	0	1270000	1180000	1110000	1300000	527000
met_12640	282000	241000	91300	310000	87100	102000	0	0	331000	417000	0	74800	232000	58700	169000	83400	166000	124000	184000	1820000	0	0	0	328000	118000	793000	118000	262000
met_12706	690000	333000	357000	266000	366000	328000	0	0	333000	292000	0	280000	475000	267000	11700	262000	356000	232000	350000	561000	0	0	0	372000	309000	319000	214000	398000
met_12723	3030	1190000	0	1020000	706000	174000	0	0	1390000	144000	0	0	4050	0	602000	1240000	928000	637000	1060000	489000	0	0	0	1800000	1200000	290000	1710000	1660000
met_12777	3330	196000	348000	232000	160000	355000	0	0	281000	246000	0	266000	278000	236000	219000	205000	297000	199000	181000	280000	0	0	0	254000	181000	230000	221000	114000
met_12826	9730	284000	3880	355000	179000	161000	2540	2530	69000	25900	1300	2340	24000	9640	109000	214000	110000	74100	223000	212000	0	0	0	85900	327000	117000	164000	420000
met_12859	179000	82400	188000	112000	134000	105000	2540	0	126000	122000	0	179000	143000	47500	42100	138000	99600	63500	73700	172000	0	0	0	153000	158000	137000	159000	121000
met_12868	758000	81900	511000	693000	192000	120000	0	0	265000	75300	0	175000	291000	276000	39600	259000	128000	195000	185000	168000	0	0	0	275000	435000	137000	85900	301000
met_12900	144000	67000	119000	97900	71200	77500	0	0	79700	47600	0	73400	191000	45800	0	74700	96000	44300	49600	146000	0	0	0	86800	51400	51400	60000	54400
met_12916	145000	208000	89100	53000	20200	203000	0	0	134000	157000	0	163000	182000	101000	61100	72900	172000	32200	63500	139000	0	0	0	155000	79400	178000	166000	268000
met_12976	0	112000	209000	68800	63400	233000	0	0	104000	85500	0	124000	172000	67200	65900	93000	113000	60700	63500	115000	0	0	0	120000	85100	105000	94700	32000
met_13011	73900	169000	24500	27700	9840	91000	0	0	54900	110000	0	54700	90200	43900	49800	40600	92800	20900	33100	106000	0	0	0	65600	24600	68600	43200	82800
met_13046	83100	16100	123000	20100	34400	210000	0	0	57600	48100	0	67200	65600	66400	12000	45400	12800	12100	16600	98700	0	0	0	61000	30500	65000	8680	19100
met_13058	69600	49400	61900	55100	48400	55700	0	0	57900	67300	0	51800	77700	49600	5780	50800	45000	40100	37500	96300	0	0	0	58400	50500	62200	44900	59300
met_13070	114000	122000	113000	110000	101000	92800	108000	121000	91300	95600	132000	118000	95000	105000	87700	95200	75200	78000	88600	95000	128000	123000	128000	133000	133000	116000	114000	125000
met_13076	59700	157000	192000	42100	98100	198000	31300	1030000	48000	150000	43300	0	0	68500	367000	130000	121000	73400	75600	94300	87100	43900	42400	0	0	0	0	69600
met_1310	77200	66600	63100	59700	66900	62100	63900	69300	67600	60500	71600	68900	65900	62200	55800	67700	57100	60100	59000	59600	71400	75300	83900	76100	75400	73000	64000	72000
met_1312	80000	89700	65200	75400	67900	70000	63900	67000	72300	71700	85400	80100	81900	78700	64400	73400	62800	63000	73100	62400	66300	76600	77200	78400	76700	74300	81000	83900
met_13139	90500	85400	87500	88600	86300	105000	103000	118000	86200	83500	132000	82000	89000	80400	95900	81800	77600	76000	85200	82700	104000	92900	107000	109000	99200	108000	90600	88100
met_13156	146000	122000	129000	116000	128000	114000	134000	133000	125000	121000	198000	120000	107000	120000	79000	113000	110000	106000	99100	80200	181000	203000	195000	189000	155000	143000	130000	135000
met_13164	56200	30800	86600	26700	23100	77700	0	0	38900	42100	0	20200	55900	26400	36000	32900	36300	15700	41100	79800	0	0	0	43600	38100	42500	27000	33200
met_13167	0	45000	57800	40500	43500	57200	0	0	58300	42100	0	59900	176000	29100	29300	65900	55900	43000	55100	79700	0	0	0	61400	34100	55600	49300	17800
met_13169	96400	130000	131000	132000	129000	106000	143000	39300	128000	123000	188000	127000	125000	129000	30500	122000	118000	98100	105000	79600	136000	142000	166000	142000	148000	144000	130000	139000
met_13206	26700	53300	58800	30900	46200	72700	0	0	46800	34900	0	73000	78800	58000	0	34200	90600	42400	40200	75700	0	0	0	59100	30200	37700	54000	15500
met_13217	115000	131000	60800	241000	48400	72900	0	0	75900	95800	0	86500	74900	62700	51700	83800	85300	53300	53000	74400	0	0	0	122000	107000	125000	145000	69300
met_13221	51400	122000	99700	35200	91200	198000	28200	1030000	37900	115000	38200	0	0	60900	367000	124000	121000	60800	65600	74100	64400	37300	31100	0	0	0	0	61800
met_13251	53600	13400	165000	29000	42900	86100	0	0	47800	31200	0	51500	74400	56800	17200	41000	12600	28300	28300	71900	0	0	0	57200	33800	72300	9840	16700
met_13302	49700	27300	72300	34800	18200	56600	0	0	43300	43400	0	11100	51700	26800	35500	31100	29300	10600	43300	68600	0	0	0	57200	50300	44500	29000	36200
met_13310	96000	93700	85400	78000	87600	11500	84200	9550	72400	80300	150000	77800	89400	85300	9220	79900	71700	70400	81400	67900	109000	96900	110000	109000	100000	17200	86700	101000
met_13330	85900	84600	73800	76400	83600	73200	87200	90200	81800	72200	88200	80900	79200	76800	73200	73400	71100	72200	72600	66400	89400	93200	102000	89700	96700	87600	85900	100000
met_13387	114000	97700	90300	65600	84700	80900	94800	81400	69500	66800	152000	73100	65900	63300	64500	60400	58900	58900	53800	63300	137000	130000	122000	120000	120000	109000	99500	96400
met_13392	57900	77800	0	89200	97000	82400	0	0	55400	48200	0	0	44900	182000	16600	0	28400	84900	62100	63000	0	0	0	67100	26800	87500	95300	0
met_13414	92700	95900	96900	82900	99100	85200	93300	37400	87800	80900	130000	81500	98400	87800	17400	65900	79000	65200	73300	62300	109000	98400	117000	112000	104000	115000	104000	72000
met_13448	4630	35700	11300	16400	20600	69800	0	0	23100	57600	2920	10900	15100	9230	11200	10300	16000	17500	28100	60200	0	0	0	27700	36900	112000	17300	38100
met_13495	82100	16500	110000	9720	40700	203000	0	0	50800	44300	0	82700	47900	29200	2290	18500	8010	8860	13200	58100	0	0	0	59400	25200	120000	4040	10800
met_13514	71900	66600	58000	58900	58400	82000	56800	75300	52500	63500	115000	57300	105000	53100	85600	58300	57800	47700	55100	57400	71500	64600	68400	67600	71000	74900	58900	66700
met_13521	110000	51100	39600	44200	20200	90000	4040	5200	41700	63200	5510	68800	51500	45700	26200	20900	32000	25100	43600	57100	5790	6250	3280	55300	21800	27000	31800	58500
met_13542	49900	50700	52400	37000	43000	69600	0	0	48300	30400	0	43600	65200	21900	9420	29100	172000	30100	41600	56300	0	0	0	52900	31400	37800	34200	28200
met_13562	41800	34400	61600	48000	26700	73400	0	0	61500	57300	0	22700	110000	33800	30000	28300	29900	40700	22400	55500	0	0	0	68200	22300	134000	43500	49200
met_13564	196000	19700	170000	295000	41100	274000	54600	92000	0	0	218000	122000	133000	121000	181000	127000	179000	124000	242000	55400	282000	0	0	0	0	138000	150000	280000
met_1357	69400	68900	58700	62000	68200	12900	62100	65400	57500	63000	111000	59700	62800	61300	8650	64800	57300	55500	55500	56800	76800	72900	71400	72300	69000	67400	65700	69300
met_13589	101000	80000	88500	75200	90300	72000	76100	74200	67600	61500	132000	65600	70800	69200	61600	64300	52200	63800	52000	54300	127000	115000	114000	101000	98400	95600	94500	91800
met_13606	62200	60300	55400	61700	61400	55100	66000	62700	59700	58000	66600	56400	57500	59200	57800	56000	53400	56600	53700	53700	72000	72700	72500	78700	70800	67300	57000	59300
met_1364	72400	68200	67500	59500	59800	63100	61900	63000	68600	56400	62500	65200	67700	66700	65800	64300	62700	63100	57000	58900	55300	58100	61800	65100	65300	63700	65900	69400
met_13680	28200	61900	32800	22000	34000	102000	12800	18000	20200	58400	38100	26300	24200	30400	32300	22000	29200	27500	50000	51100	15300	11600	11700	25700	37400	55800	17300	32900
met_13693	16800	85300	96700	81500	83500	37100	55600	46000	20400	105000	38500	30300	61200	29900	39900	70900	83300	81800	55300	50900	52300	61100	79300	68700	78300	47900	24200	50500
met_13699	47100	40000	57900	41700	53500	51900	0	0	51200	45300	0	55400	49100	44700	19600	57700	59200	44000	49100	50600	0	0	0	47600	37600	37000	48400	28600
met_13700	62600	71700	43400	49000	33300	72900	0	0	45300	42200	0	59200	54200	50000	27100	41000	43500	37400	30300	50600	0	0	0	52600	38800	45100	39600	35900
met_13715	43100	62900	76600	30200	35200	56300	0	0	44000	33300	0	62000	114000	45100	16700	22600	51300	28600	31000	50300	0	0	0	52700	26300	35600	43500	37300
met_13730	13300000	6250000	5380000	9790000	3520000	7640000	0	0	4700000	8580000	0	3730000	2870000	1050000	829000	3420000	3170000	5260000	2680000	2560000	0	0	0	5790000	4550000	2530000	4210000	4110000
met_13752	539000	1020000	193000	413000	69500	344000	0	0	509000	1180000	0	290000	733000	353000	0	496000	470000	361000	137000	503000	0	0	0	599000	338000	531000	333000	1230000
met_13753	1450000	1310000	1530000	1130000	1260000	1340000	0	0	1220000	1100000	0	1440000	1280000	989000	1060000	1550000	1120000	992000	1130000	1150000	0	0	0	1600000	1330000	1270000	1370000	866000
met_13767	117000	97800	88800	1280000	674000	168000	0	0	435000	662000	0	122000	1020000	425000	621000	677000	1030000	715000	843000	101000	0	0	0	589000	67000	556000	1150000	997000
met_13796	75400	80700	45300	43700	27400	892000	14600	2590	47700	401000	14900	30100	63100	54000	22100	27500	42300	39600	40200	67200	4810	7940	7810	51600	29800	502000	34400	67200
met_13859	0	289000	371000	225000	808000	270000	0	0	505000	177000	0	465000	749000	376000	588000	435000	253000	147000	461000	377000	0	0	0	615000	870000	230000	831000	925000
met_1386	76500	69100	65300	65400	57100	42600	61300	64400	54600	61300	97500	62600	60600	62200	60200	63800	52200	48900	55500	53900	79200	89000	86800	58800	82900	65100	70000	78100
met_13865	199000	209000	190000	203000	178000	35300	182000	25400	178000	170000	286000	159000	170000	184000	21500	186000	166000	174000	148000	164000	218000	216000	248000	242000	250000	62200	197000	209000
met_13870	97200	1370000	0	1490000	1470000	1250000	0	0	969000	161000	0	0	1760000	3380000	48800	30700	530000	868000	913000	1360000	0	0	0	410000	369000	676000	1250000	18300
met_13873	175000	380000	84400	65600	64000	230000	0	0	132000	160000	0	205000	102000	132000	1790	48900	109000	90200	118000	101000	2300	0	0	133000	70200	64700	109000	86200
